0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.779913	0.722414	6.65256	1.97676	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19545	0.53507	10.3173	-0.00920467	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
-0.0218022	0.451416	-3.57085	6.33717	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
0.241603	0.855896	-1.90289	4.81559	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.1552	1.44262	1.6267	4.37224	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
1.2685	1.53424	1.86829	4.04867	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
1.59186	1.26493	2.92482	2.82887	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
1.79506	1.32355	3.13788	2.63902	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
1.99873	1.04509	3.30096	1.62072	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
2.23513	1.08392	3.47732	1.52003	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
2.32353	0.843511	3.24172	0.780506	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
2.62859	0.847616	3.51417	0.683633	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
2.64372	0.729867	3.14683	0.315211	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
2.97819	0.755347	3.42542	0.29469	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
2.94599	0.663362	3.03329	0.0355433	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
3.25887	0.708167	3.25359	0.0743091	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
3.22148	0.626162	2.91526	-0.125035	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
3.64488	0.653206	3.25339	-0.112095	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
3.59052	0.587625	2.93525	-0.252152	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
4.03572	0.616762	3.26312	-0.225583	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
3.94978	0.529737	2.93487	-0.378181	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
4.39192	0.578591	3.23206	-0.317596	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
4.31475	0.539078	2.94667	-0.397058	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
4.76025	0.561525	3.22104	-0.365333	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
4.67619	0.508721	2.95093	-0.45191	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
5.11781	0.553338	3.20301	-0.393487	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
5.06843	0.516596	2.98689	-0.453425	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
5.53625	0.537474	3.23925	-0.419901	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
5.45609	0.503549	3.01023	-0.474748	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
5.92412	0.535461	3.24642	-0.430272	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
5.85187	0.528829	3.04169	-0.454979	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
6.32542	0.578986	3.26747	-0.396858	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
6.27189	0.552394	3.0842	-0.439797	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
6.74771	0.600218	3.29711	-0.386041	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
6.68653	0.584806	3.11879	-0.418642	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
7.19762	0.670551	3.34309	-0.338912	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
7.12216	0.653109	3.16231	-0.375123	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
7.5991	0.732577	3.35363	-0.304565	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
7.52041	0.708601	3.17903	-0.345272	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
7.99651	0.782475	3.35985	-0.282222	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
7.93291	0.748595	3.20202	-0.327288	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
8.44504	0.836029	3.39368	-0.258179	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
8.36515	0.80056	3.2329	-0.303792	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
8.8452	0.893821	3.39942	-0.23462	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
8.78205	0.870174	3.25493	-0.271182	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
9.26525	0.960811	3.41527	-0.207007	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
9.20303	0.925602	3.27626	-0.249494	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
9.66556	1.0463	3.42141	-0.171616	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
9.61694	1.02467	3.29475	-0.205651	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
10.0793	1.15789	3.43431	-0.125066	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
10.0047	1.1374	3.29993	-0.159633	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
10.4902	1.28149	3.44452	-0.0771964	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
10.4356	1.2499	3.32303	-0.116938	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
10.9092	1.41154	3.45772	-0.0298898	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
10.8678	1.37857	3.3458	-0.0696865	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
11.3187	1.5243	3.46554	0.00539081	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
11.2777	1.50236	3.35783	-0.0287219	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
11.7354	1.6894	3.47751	0.0620032	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
11.6992	1.66387	3.37435	0.0257796	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
12.1563	1.8642	3.49007	0.118235	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
12.1193	1.82555	3.38917	0.076162	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
12.5722	2.02559	3.49937	0.16444	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
12.5418	1.9921	3.40374	0.12477	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
12.984	2.21366	3.50724	0.218074	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
